time-step,y_out,perf/mse
0,-0.013044723122136316,
,,
1,-0.039775553673963945,
,,
2,-0.021223840086022655,
,,
3,-0.030842091232034328,
,,
4,0.03591459421869284,
,,
5,-0.05043040970842958,
,,
6,0.09605244631304125,
,,
7,-0.02644270120011824,
,,
8,0.018626814035055193,
,,
9,-0.01091230639517568,0.22814277
,,
10,-0.11521491327492864,0.19190815
,,
11,-0.047721824594281335,0.14656934
,,
12,-0.008680319463839924,0.13418613
,,
13,-0.05937908621194753,0.12194592
,,
14,0.06621001087082731,0.11168168
,,
15,0.055266139168049996,0.09495102
,,
16,-0.036740698564834445,0.08053599
,,
17,0.00463304758820916,0.07548128
,,
18,0.03384033496285685,0.06800024
,,
19,0.1266369670002746,0.06443814
,,
20,-0.09678839470353731,0.061469335
,,
21,-0.04676037184843289,0.05173979
,,
22,0.04370244792710414,0.049125113
,,
23,-0.11205976772899728,0.047618106
,,
24,-0.11384647459770893,0.04363936
,,
25,0.07795386909427134,0.040248767
,,
26,0.0966097412199266,0.038495947
,,
27,0.11051820950888862,0.036612876
,,
28,0.06920043913648215,0.034937687
,,
29,-0.010543508115133216,0.03362351
,,
30,0.0870063000350261,0.032952435
,,
31,-0.11715049807307487,0.030083561
,,
32,0.07261127774461235,0.028178344
,,
33,0.11692546536591512,0.027806658
,,
34,0.020914399667662335,0.026402492
,,
35,0.07200621133331364,0.024513748
,,
36,-0.044229218778017124,0.02449134
,,
37,0.05401311545821764,0.02332837
,,
38,0.0743114624971966,0.020952143
,,
39,-0.1028175361653311,0.020119164
,,
40,0.12817743012172195,0.019523617
,,
41,-0.06324868150953475,0.01971373
,,
42,-0.02682199388649977,0.01886544
,,
43,0.05000307043148868,0.01780585
,,
44,-0.04450201378673498,0.017950684
,,
45,0.060798843202471184,0.017043848
,,
46,0.051590027240332834,0.01589923
,,
47,0.02827958284158441,0.015796915
,,
48,-0.04780929055493434,0.016570983
,,
49,-0.030234319050381257,0.01654853
,,
50,-0.018669943237614707,0.0161605
,,
51,0.053076556471066794,0.015983542
,,
52,-0.027661696367522637,0.015992003
,,
53,-0.060598171854472846,0.015842691
,,
54,-0.06690132359049775,0.0153492885
,,
55,0.055086028634601825,0.015530897
,,
56,0.01446754366870149,0.015361421
,,
57,-0.07966432278095485,0.014956504
,,
58,0.09462860808844291,0.014301039
,,
59,-0.038779667539063485,0.013976658
,,
60,-0.05248309054961128,0.014097333
,,
61,-0.052372129850601336,0.013206692
,,
62,0.06809540855725407,0.013091194
,,
63,0.006846200139456622,0.012828231
,,
64,-0.09303596363293523,0.012624028
,,
65,0.0731932604080133,0.01218119
,,
66,-0.029832120778219173,0.011941055
,,
67,-0.008873077626432364,0.011805937
,,
68,0.11903200595546523,0.011551429
,,
69,-0.04335496773444901,0.011596314
,,
70,0.06131749059341442,0.011252415
,,
71,-0.03871206105255626,0.011377673
,,
72,0.16178685055974004,0.0111884335
,,
73,-0.09015102856364438,0.01113789
,,
74,0.03564904341545459,0.0109994095
,,
75,-0.04063511891725677,0.010855131
,,
76,-0.027852778072476284,0.011410418
,,
77,-0.07786685469098528,0.011704127
,,
78,0.0586432335795804,0.011506419
,,
79,0.002192382973610619,0.011268602
,,
80,-0.03361183207837407,0.011008004
,,
81,-0.057789034725635464,0.011449149
,,
82,-0.03073783943996061,0.011286937
,,
83,0.014296599899096096,0.0108551225
,,
84,0.05816136682202491,0.0107244495
,,
85,0.057235543870714826,0.010829263
,,
86,0.06339898033205119,0.010135734
,,
87,0.026590315695546825,0.009615773
,,
88,-0.06183248343238123,0.009502051
,,
89,0.08063740808144586,0.0093239285
,,
90,-0.02203572708335256,0.009704497
,,
91,-0.0035328433623174546,0.008905305
,,
92,-0.1252526410818369,0.0088629145
,,
93,0.12246338311386228,0.008705814
,,
94,0.02300512890991238,0.008940022
,,
95,0.05430314482263319,0.008700555
,,
96,-0.05772442748755699,0.008806358
,,
97,-0.11260657359793713,0.008766229
,,
98,0.0309960854951612,0.008845379
,,
99,0.1695263276726466,0.008962333
,,
100,0.08175156219683946,0.008823075
,,
101,0.01059400727440762,0.009079252
,,
102,-0.044708104683675295,0.009047341
,,
103,0.011415052308742759,0.0092800325
,,
104,0.0008401749540951527,0.009331655
,,
105,-0.009394518634880163,0.0093044955
,,
106,-0.0776529788137733,0.009508592
,,
107,-0.03965630574714966,0.009845148
,,
108,-0.06948068990269032,0.00994922
,,
109,-0.09863581712122418,0.009717304
,,
110,-0.019200103782468177,0.0097834915
,,
