input_info/advantage,input_info/clip_range,input_info/clip_range_vf,input_info/discounted_rewards,input_info/learning_rate,input_info/old_neglog_action_probability,input_info/old_value_pred,loss/approximate_kullback-leibler,loss/clip_factor,loss/entropy_loss,loss/loss,loss/policy_gradient_loss,loss/value_function_loss,perf/episode_reward,time-step,approxkl,clipfrac,explained_variance,fps,n_updates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
,,,,,,,,,,,,,,16348,0.0058328947,0.06323242,0.32263612747192383,372,7,2.5158737,-0.010387925,14336,34.736533641815186,14336,0.15298916
-1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.698477029800415,0.0003000000142492354,2.310772180557251,-1.472796082496643,0.004165560007095337,0.03125,2.457167387008667,0.03722464293241501,-0.031052984297275543,0.1365552544593811,-4.166176995262504,18398,,,,,,,,,,,
,,,,,,,,,,,,,,18398,0.0046372553,0.053710938,0.4537990689277649,369,8,2.470303,-0.009657826,16384,40.23678970336914,16384,0.12364121
2.9802322387695312e-08,0.20000000298023224,0.20000000298023224,-1.7494359016418457,0.0003000000142492354,2.6261138916015625,-1.623265266418457,0.011137655936181545,0.203125,2.4146530628204346,0.03381359577178955,-0.03780265152454376,0.14323249459266663,-4.117424366995692,20448,,,,,,,,,,,
,,,,,,,,,,,,,,20448,0.0065229572,0.07875977,0.49380797147750854,359,9,2.432529,-0.009377116,18432,45.78807759284973,18432,0.13285215
-1.862645149230957e-08,0.20000000298023224,0.20000000298023224,-1.989336609840393,0.0003000000142492354,2.518749952316284,-1.814671516418457,0.009268530644476414,0.078125,2.3393807411193848,0.03410550206899643,-0.022058002650737762,0.11232700943946838,-4.647942580282688,22498,,,,,,,,,,,
,,,,,,,,,,,,,,22498,0.005583125,0.055664062,0.5190218091011047,364,10,2.3734915,-0.0102547165,20480,51.50034475326538,20480,0.13422519
2.9802322387695312e-08,0.20000000298023224,0.20000000298023224,-1.8908064365386963,0.0003000000142492354,2.430561065673828,-1.7951074838638306,0.011173189617693424,0.171875,2.295955181121826,0.033218421041965485,-0.00552031397819519,0.07747747004032135,-4.078758165240288,24548,,,,,,,,,,,
,,,,,,,,,,,,,,24548,0.0069347406,0.08505859,0.6242724061012268,357,11,2.3168979,-0.011026508,22528,57.13055491447449,22528,0.09803647
-1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.9841277599334717,0.0003000000142492354,2.3037290573120117,-1.9230254888534546,0.013086948543787003,0.109375,2.238471031188965,0.035834282636642456,-0.003515973687171936,0.07870051264762878,-3.6173921590670943,26598,,,,,,,,,,,
,,,,,,,,,,,,,,26598,0.0064800987,0.07080078,0.6592254936695099,357,12,2.264633,-0.010023223,24576,62.87324404716492,24576,0.10389179
-3.725290298461914e-09,0.20000000298023224,0.20000000298023224,-1.7295728921890259,0.0003000000142492354,2.0777742862701416,-1.7128814458847046,0.004914853256195784,0.0625,2.181753396987915,0.055713169276714325,0.003589928150177002,0.10424648225307465,-3.843173406086862,28648,,,,,,,,,,,
,,,,,,,,,,,,,,28648,0.00609634,0.07075195,0.6842701733112335,360,13,2.2062924,-0.009719332,26624,68.6121563911438,26624,0.09781502
-7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.6924967765808105,0.0003000000142492354,2.1071341037750244,-1.6955161094665527,0.00955486111342907,0.1875,2.135591506958008,0.04216025024652481,-0.0021349117159843445,0.08859032392501831,-4.362065440043807,30698,,,,,,,,,,,
,,,,,,,,,,,,,,30698,0.0053118714,0.05859375,0.7286698222160339,360,14,2.157093,-0.009248294,28672,74.3026750087738,28672,0.09148059
-7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.8526266813278198,0.0003000000142492354,2.0497546195983887,-1.8093104362487793,0.010179007425904274,0.125,2.1023788452148438,0.028105251491069794,-0.02545352280139923,0.10711754858493805,-4.167892183177173,32748,,,,,,,,,,,
,,,,,,,,,,,,,,32748,0.0055176215,0.06196289,0.6567174196243286,361,15,2.1188316,-0.009307016,30720,79.98389887809753,30720,0.10220281
1.862645149230957e-08,0.20000000298023224,0.20000000298023224,-1.9928627014160156,0.0003000000142492354,2.0330493450164795,-1.9354387521743774,0.008420473895967007,0.171875,2.038341522216797,0.0035645365715026855,-0.02927042543888092,0.06566992402076721,-3.057060887105763,34798,,,,,,,,,,,
,,,,,,,,,,,,,,34798,0.006506375,0.07553711,0.6608313620090485,364,16,2.0683072,-0.012744071,32768,85.65764594078064,32768,0.1023535
-1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.740805745124817,0.0003000000142492354,2.2294716835021973,-1.7649643421173096,0.009823640808463097,0.109375,1.9875757694244385,0.034044716507196426,-0.012929137796163559,0.09394770860671997,-3.22523513995111,36848,,,,,,,,,,,
,,,,,,,,,,,,,,36848,0.0052462895,0.055859376,0.742850124835968,369,17,2.008853,-0.008508058,34816,91.29129910469055,34816,0.07987062
7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.801892638206482,0.0003000000142492354,1.8174316883087158,-1.8885411024093628,0.007328989915549755,0.0625,1.9365376234054565,0.013267144560813904,-0.03908165544271469,0.10469760000705719,-4.139974678866565,38898,,,,,,,,,,,
,,,,,,,,,,,,,,38898,0.004292242,0.042578124,0.716123640537262,363,18,1.9593608,-0.00978888,36864,96.8399510383606,36864,0.08398728
1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.8094754219055176,0.0003000000142492354,2.1575775146484375,-1.9183101654052734,0.0039621563628315926,0.046875,1.919776439666748,0.03572581335902214,-0.0026386482641100883,0.0767289251089096,-3.508515816181898,40948,,,,,,,,,,,
,,,,,,,,,,,,,,40948,0.004344602,0.04863281,0.7609166204929352,373,19,1.9272697,-0.0070756995,38912,102.47899603843689,38912,0.074883915
7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.8867664337158203,0.0003000000142492354,1.9458937644958496,-1.9584178924560547,0.013285171240568161,0.15625,1.8709955215454102,0.024051612243056297,-0.023024799302220345,0.09415282309055328,-4.110012287274003,42998,,,,,,,,,,,
,,,,,,,,,,,,,,42998,0.007536405,0.091552734,0.7668479382991791,381,20,1.8924955,-0.011574991,40960,107.97469353675842,40960,0.07065437
3.725290298461914e-09,0.20000000298023224,0.20000000298023224,-1.7848925590515137,0.0003000000142492354,2.0052454471588135,-1.771838665008545,0.012224964797496796,0.15625,1.804439663887024,0.016447776928544044,-0.009800396859645844,0.052496347576379776,-2.9242569357156754,45048,,,,,,,,,,,
,,,,,,,,,,,,,,45048,0.006927685,0.08383789,0.7742451131343842,375,21,1.8343017,-0.010340329,43008,113.3493824005127,43008,0.06454225
1.862645149230957e-09,0.20000000298023224,0.20000000298023224,-1.7154452800750732,0.0003000000142492354,1.7982330322265625,-1.7008306980133057,0.004963904619216919,0.046875,1.743957281112671,0.020444780588150024,-0.00472736731171608,0.05034429579973221,-2.8814176437444985,47098,,,,,,,,,,,
,,,,,,,,,,,,,,47098,0.005919262,0.0668457,0.738563746213913,370,22,1.771636,-0.008869727,45056,118.81705689430237,45056,0.06927811
-7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.7712669372558594,0.0003000000142492354,1.8015087842941284,-1.7593343257904053,0.010071568191051483,0.109375,1.6811392307281494,0.019369401037693024,-0.009599193930625916,0.05793718993663788,-3.388261718675494,49148,,,,,,,,,,,
,,,,,,,,,,,,,,49148,0.0063518966,0.07338867,0.8470954298973083,368,23,1.7113708,-0.0109186275,47104,124.35767602920532,47104,0.046813376
-9.313225746154785e-09,0.20000000298023224,0.20000000298023224,-1.4650952816009521,0.0003000000142492354,1.4718163013458252,-1.584836721420288,0.010859351605176926,0.15625,1.622652530670166,0.0112548116594553,-0.025071850046515465,0.07265332341194153,-3.762985358014703,51198,,,,,,,,,,,
,,,,,,,,,,,,,,51198,0.0067799576,0.080761716,0.8058629930019379,374,24,1.6480598,-0.011213035,49152,129.92845559120178,49152,0.05390337
-2.9802322387695312e-08,0.20000000298023224,0.20000000298023224,-1.59479820728302,0.0003000000142492354,1.2970490455627441,-1.7122615575790405,0.00561031186953187,0.109375,1.5776057243347168,-0.0061774179339408875,-0.029063232243061066,0.045771628618240356,-2.916374628432095,53198,,,,,,,,,,,
,,,,,,,,,,,,,,53198,0.00605079,0.07128906,0.8304200023412704,373,25,1.5968143,-0.0116076935,51200,135.4052858352661,51200,0.047449056
-2.2351741790771484e-08,0.20000000298023224,0.20000000298023224,-1.478371024131775,0.0003000000142492354,1.7791600227355957,-1.5244171619415283,0.012419254519045353,0.171875,1.5233721733093262,0.011259220540523529,-0.012649767100811005,0.04781797528266907,-3.2093688305467367,55248,,,,,,,,,,,
,,,,,,,,,,,,,,55248,0.007296904,0.09213867,0.8194539099931717,370,26,1.5466154,-0.010881179,53248,140.89675164222717,53248,0.044020705
3.725290298461914e-09,0.20000000298023224,0.20000000298023224,-1.4839097261428833,0.0003000000142492354,1.5150198936462402,-1.5975251197814941,0.009157566353678703,0.09375,1.4614765644073486,0.02074965089559555,-0.013070382177829742,0.06764006614685059,-4.143743271008134,57298,,,,,,,,,,,
,,,,,,,,,,,,,,57298,0.007372815,0.08735351,0.8558535873889923,363,27,1.4896715,-0.012304807,55296,146.42808032035828,55296,0.038891543
-2.2351741790771484e-08,0.20000000298023224,0.20000000298023224,-1.4929072856903076,0.0003000000142492354,1.6627484560012817,-1.5286271572113037,0.012314315885305405,0.1875,1.4175338745117188,0.009941399097442627,-0.008605949580669403,0.03709469735622406,-3.6324300640262663,59348,,,,,,,,,,,
,,,,,,,,,,,,,,59348,0.0076760193,0.10131836,0.8644461631774902,362,28,1.4371703,-0.011181025,57344,152.07569670677185,57344,0.037829913
-1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.3348145484924316,0.0003000000142492354,1.4546977281570435,-1.3618555068969727,0.01201377809047699,0.140625,1.3683454990386963,-0.010850612074136734,-0.026813507080078125,0.03192579001188278,-3.801154856570065,61398,,,,,,,,,,,
,,,,,,,,,,,,,,61398,0.009450781,0.12797852,0.8661191910505295,368,29,1.3905189,-0.015534866,59392,157.72603034973145,59392,0.032453053
-1.862645149230957e-08,0.20000000298023224,0.20000000298023224,-1.5701935291290283,0.0003000000142492354,1.3403868675231934,-1.5732011795043945,0.008522853255271912,0.109375,1.3081724643707275,-0.00763858575373888,-0.020020395517349243,0.024763619527220726,-3.600314221344888,63448,,,,,,,,,,,
,,,,,,,,,,,,,,63448,0.00884595,0.1065918,0.8567849099636078,358,30,1.3344975,-0.012586072,61440,163.28722047805786,61440,0.033890896
0.0,0.20000000298023224,0.20000000298023224,-1.4327625036239624,0.0003000000142492354,1.4740169048309326,-1.4838380813598633,0.008118242025375366,0.125,1.2481014728546143,-0.01309935562312603,-0.0311493668705225,0.03610002249479294,-3.136142789851874,65498,,,,,,,,,,,
,,,,,,,,,,,,,,65498,0.007568089,0.086279295,0.8610428124666214,350,31,1.2736962,-0.011445734,63488,169.01214694976807,63488,0.035146497
-3.725290298461914e-09,0.20000000298023224,0.20000000298023224,-1.6143581867218018,0.0003000000142492354,1.326063632965088,-1.5989766120910645,0.01459585502743721,0.203125,1.179699420928955,0.006291409954428673,-0.005882866680622101,0.024348553270101547,-3.9073954578489065,67548,,,,,,,,,,,
,,,,,,,,,,,,,,67548,0.007321297,0.0796875,0.8802709728479385,362,32,1.2108523,-0.010551374,65536,174.8693926334381,65536,0.03308683
2.9802322387695312e-08,0.20000000298023224,0.20000000298023224,-1.2750518321990967,0.0003000000142492354,1.1398868560791016,-1.3146405220031738,0.010399509221315384,0.171875,1.124444842338562,0.0196990929543972,0.008472137153148651,0.02245390973985195,-3.664114886894822,69598,,,,,,,,,,,
,,,,,,,,,,,,,,69598,0.0064179376,0.074316405,0.8746536672115326,356,33,1.1491276,-0.010191157,67584,180.52177214622498,67584,0.030520493
-1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.4008409976959229,0.0003000000142492354,1.1623139381408691,-1.4447987079620361,0.00855080783367157,0.09375,1.0854437351226807,0.00817506667226553,-0.007289830595254898,0.030929794535040855,-3.140356075949967,71648,,,,,,,,,,,
,,,,,,,,,,,,,,71648,0.007615416,0.09482422,0.8856059461832047,360,34,1.104366,-0.009832835,69632,186.26838397979736,69632,0.026068434
7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.5313807725906372,0.0003000000142492354,0.8005676865577698,-1.5613120794296265,0.004438968375325203,0.015625,1.0337779521942139,0.003649488091468811,-0.013228163123130798,0.03375530242919922,-3.4563935166224837,73698,,,,,,,,,,,
,,,,,,,,,,,,,,73698,0.0063757324,0.07470703,0.8865577280521393,359,35,1.0565895,-0.009260004,71680,191.96002864837646,71680,0.025456022
7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.3669984340667725,0.0003000000142492354,0.9261621832847595,-1.4191689491271973,0.008266092278063297,0.109375,0.9721763730049133,-0.0018631033599376678,-0.02335553988814354,0.04298487305641174,-3.029942374676466,75748,,,,,,,,,,,
,,,,,,,,,,,,,,75748,0.007976884,0.10102539,0.8616969287395477,358,36,0.99978864,-0.01330507,73728,197.65822744369507,73728,0.029692773
-3.725290298461914e-09,0.20000000298023224,0.20000000298023224,-1.3105876445770264,0.0003000000142492354,0.7838859558105469,-1.2943024635314941,0.010326005518436432,0.109375,0.8937627673149109,-0.025930166244506836,-0.035206545144319534,0.018552755936980247,-3.0461863642558455,77798,,,,,,,,,,,
,,,,,,,,,,,,,,77798,0.011645357,0.14013672,0.8905821517109871,359,37,0.92908317,-0.015584344,75776,203.37865138053894,75776,0.02216979
1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.2178492546081543,0.0003000000142492354,0.8936138153076172,-1.2838245630264282,0.027722075581550598,0.09375,0.8524708151817322,0.0035816431045532227,-0.017658714205026627,0.0424807146191597,-2.323720713146031,79848,,,,,,,,,,,
,,,,,,,,,,,,,,79848,0.008570218,0.10449219,0.8521761745214462,365,38,0.8679565,-0.011082841,77824,209.08146810531616,77824,0.02891028
7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.299471139907837,0.0003000000142492354,1.0076825618743896,-1.394352912902832,0.00895875133574009,0.140625,0.7894576191902161,-0.009834859520196915,-0.019708022475242615,0.0197463259100914,-2.9423443665727973,81898,,,,,,,,,,,
,,,,,,,,,,,,,,81898,0.008552249,0.103710935,0.8653997778892517,369,39,0.817153,-0.011843545,79872,214.6965742111206,79872,0.025106236
-7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.2473926544189453,0.0003000000142492354,0.5567994713783264,-1.3861480951309204,0.0083811329677701,0.078125,0.740717887878418,-0.002881806343793869,-0.02987198531627655,0.05398035794496536,-2.192593701649457,83948,,,,,,,,,,,
,,,,,,,,,,,,,,83948,0.006552315,0.07583008,0.8722542077302933,366,40,0.7628231,-0.009434352,81920,220.24226212501526,81920,0.026992863
2.9802322387695312e-08,0.20000000298023224,0.20000000298023224,-1.2370073795318604,0.0003000000142492354,0.524297833442688,-1.2925941944122314,0.009567903354763985,0.15625,0.6593744158744812,-0.009366568177938461,-0.015393154695630074,0.012053173966705799,-3.0683038886636496,85998,,,,,,,,,,,
,,,,,,,,,,,,,,85998,0.010099188,0.12749024,0.9151042401790619,361,41,0.6961496,-0.016421802,83968,225.83031296730042,83968,0.018176582
2.9802322387695312e-08,0.20000000298023224,0.20000000298023224,-1.1466410160064697,0.0003000000142492354,0.4694180190563202,-1.203380823135376,0.024206344038248062,0.140625,0.6097360253334045,-0.016835246235132217,-0.022778861224651337,0.01188722811639309,-2.40912609314546,88048,,,,,,,,,,,
,,,,,,,,,,,,,,88048,0.010260234,0.12641601,0.9232082888484001,351,42,0.6321104,-0.013011754,86016,231.49611282348633,86016,0.01657012
-3.725290298461914e-09,0.20000000298023224,0.20000000298023224,-1.0737428665161133,0.0003000000142492354,0.6190078258514404,-1.140044927597046,0.011269744485616684,0.140625,0.5663604736328125,-0.027345865964889526,-0.03543868660926819,0.016185641288757324,-2.6724207121878862,90098,,,,,,,,,,,
,,,,,,,,,,,,,,90098,0.007860526,0.0959961,0.9073628634214401,360,43,0.5858786,-0.009636275,88064,237.33567833900452,88064,0.015713945
-3.725290298461914e-09,0.20000000298023224,0.20000000298023224,-1.1848706007003784,0.0003000000142492354,0.6451827883720398,-1.1754766702651978,0.019075818359851837,0.21875,0.4905245304107666,-0.005821419879794121,-0.010877545922994614,0.010112252086400986,-2.352549278177321,92148,,,,,,,,,,,
,,,,,,,,,,,,,,92148,0.008475936,0.09311523,0.9373356699943542,369,44,0.5256481,-0.011302957,90112,243.02858304977417,90112,0.010517091
9.313225746154785e-09,0.20000000298023224,0.20000000298023224,-1.0764191150665283,0.0003000000142492354,0.2938458323478699,-1.0968257188796997,0.006344267167150974,0.078125,0.4307749271392822,0.002082591876387596,-0.0009411908686161041,0.0060475654900074005,-2.399627578444779,94198,,,,,,,,,,,
,,,,,,,,,,,,,,94198,0.008607156,0.09169922,0.927599623799324,360,45,0.45739952,-0.010608878,92160,248.5848469734192,92160,0.010216704
2.2351741790771484e-08,0.20000000298023224,0.20000000298023224,-1.0860015153884888,0.0003000000142492354,0.2982006371021271,-1.1033371686935425,0.007871079258620739,0.171875,0.3848307132720947,-0.008181104436516762,-0.01405654102563858,0.011750872246921062,-2.278007162269205,96248,,,,,,,,,,,
,,,,,,,,,,,,,,96248,0.0084247915,0.110888675,0.9204065129160881,362,46,0.4044234,-0.010891777,94208,254.27915120124817,94208,0.0121314265
5.587935447692871e-09,0.20000000298023224,0.20000000298023224,-1.0815918445587158,0.0003000000142492354,0.30502063035964966,-1.0956188440322876,0.009456503205001354,0.109375,0.34221673011779785,0.001830230001360178,-0.004276122897863388,0.012212705798447132,-2.446314673870802,98298,,,,,,,,,,,
,,,,,,,,,,,,,,98298,0.008398407,0.10620117,0.9163105934858322,368,47,0.36143464,-0.010189461,96256,259.92942214012146,96256,0.0109873405
0.0,0.20000000298023224,0.20000000298023224,-1.0247135162353516,0.0003000000142492354,0.09741489589214325,-1.0306427478790283,0.005014525260776281,0.046875,0.2886008024215698,-0.03538481146097183,-0.040000513195991516,0.009231400676071644,-2.1529521360062063,100348,,,,,,,,,,,
,,,,,,,,,,,,,,100348,0.009361224,0.11826172,0.9203596040606499,380,48,0.31339654,-0.014363838,98304,265.4885196685791,98304,0.01075919
-1.4901161193847656e-08,0.20000000298023224,0.20000000298023224,-1.01774263381958,0.0003000000142492354,0.3088946044445038,-1.0560824871063232,0.008199233561754227,0.0625,0.22040224075317383,-0.015240293927490711,-0.017604045569896698,0.004727503284811974,-1.9562071450054646,102398,,,,,,,,,,,
,,,,,,,,,,,,,,102398,0.0085808085,0.104199216,0.9331171438097954,365,49,0.25112304,-0.012081781,100352,270.8741683959961,100352,0.0078101223
7.450580596923828e-09,0.20000000298023224,0.20000000298023224,-1.0173747539520264,0.0003000000142492354,0.24648231267929077,-1.0322322845458984,0.010942274704575539,0.15625,0.15611255168914795,0.010811415500938892,0.007398299872875214,0.0068262312561273575,-1.7093301825225353,104398,,,,,,,,,,,
,,,,,,,,,,,,,,104398,0.009856927,0.124853514,0.915519692003727,367,50,0.1848269,-0.012796176,102400,276.4822909832001,102400,0.010892857
